Rank,Movie,Release Date,Distributor,Genre,2021 Gross,Tickets Sold
156,Willy’s Wonderland, 2021-02-12,Screen Media Films,Horror,"$418,286","45,614"
216,The World to Come, 2021-02-12,Bleecker Street,Drama,"$113,079","12,331"
349,The Incredible 25th Year of…, 2021-02-12,Indican Pictures,Comedy,"$10,368","1,130"
396,Skyfire, 2021-02-12,Screen Media Films,Action,"$1,105",120
204,The Reckoning, 2021-02-05,RLJ Entertainment,Horror,"$143,532","15,652"
260,Dara Of Jasenovac, 2021-02-05,101 Studios,Drama,"$52,786","5,756"
272,Little Fish, 2021-02-05,IFC Films,Drama,"$39,053","4,258"
373,Two of Us, 2021-02-05,Magnolia Pictures,Comedy,"$5,495",599
390,A Glitch in the Matrix, 2021-02-05,Magnolia Pictures,Documentary,"$2,238",244
195,Earwig and the Witch, 2021-02-03,GKIDS,Adventure,"$173,704","18,942"
55,The Little Things, 2021-01-29,Warner Bros.,Thriller/Suspense,"$15,342,746","1,673,146"
184,Supernova, 2021-01-29,Bleecker Street,Drama,"$234,220","25,541"
302,The Night, 2021-01-29,IFC Midnight,Thriller/Suspense,"$26,136","2,850"
347,The Aerialist, 2021-01-29,Indie Rights,Drama,"$11,010","1,200"
371,Tomato Red: Blood Money, 2021-01-29,Indican Pictures,Thriller/Suspense,"$5,504",600
117,Wrong Turn, 2021-01-26,Saban Films,Horror,"$1,251,184","136,443"
138,Our Friend, 2021-01-22,Gravitas Ventures,Drama,"$657,511","71,702"
206,No Man’s Land, 2021-01-22,IFC Films,Western,"$139,221","15,182"
225,Psycho Goreman, 2021-01-22,RLJ Entertainment,Horror,"$95,100","10,370"
53,The Marksman, 2021-01-15,Open Road,Action,"$15,566,093","1,697,501"
176,American Skin, 2021-01-15,Vertical Entertai…,Drama,"$282,332","30,788"
266,MLK/FBI, 2021-01-15,IFC Films,Documentary,"$45,200","4,929"
284,Bloody Hell, 2021-01-14,Entertainment Squad,Horror,"$33,170","3,617"
267,Some Kind of Heaven, 2021-01-08,Magnolia Pictures,Documentary,"$45,068","4,914"
354,Zombie Bro, 2021-01-08,Indican Pictures,Comedy,"$9,693","1,057"
356,Average Joe, 2021-01-08,Indican Pictures,Action,"$9,176","1,000"
214,Shadow in the Cloud, 2021-01-01,Vertical Entertai…,Action,"$117,815","12,847"
58,Stillwater, 2020-12-31,Focus Features,Drama,"$14,465,535","1,577,485"
197,I Carry You With Me, 2020-12-31,Sony Pictures Cla…,Drama,"$166,403","18,146"
230,Children of the Sea, 2020-12-31,GKIDS,Adventure,"$81,237","8,858"
45,Wonder Woman 1984, 2020-12-25,Warner Bros.,Action,"$23,791,725","2,594,517"
69,News of the World, 2020-12-25,Universal,Western,"$8,951,155","976,135"
82,Promising Young Woman, 2020-12-25,Focus Features,Black Comedy,"$5,252,785","572,823"
122,Pinocchio, 2020-12-25,Roadside Attractions,Adventure,"$1,049,163","114,412"
378,Evergreen, 2020-12-23,Indican Pictures,Drama,"$4,830",526
66,Monster Hunter, 2020-12-18,Sony Pictures,Action,"$10,144,067","1,106,223"
90,Fatale, 2020-12-18,Lionsgate,Thriller/Suspense,"$3,217,203","350,840"
269,Another Round, 2020-12-18,Mongrel Media,Drama,"$43,267","4,718"
346,Hunter Hunter, 2020-12-18,IFC Films,Horror,"$11,409","1,244"
94,Minari, 2020-12-11,A24,Drama,"$2,964,816","323,316"
313,Archenemy, 2020-12-11,RLJ Entertainment,Action,"$20,282","2,211"
186,Half Brothers, 2020-12-04,Focus Features,Comedy,"$225,830","24,627"
330,All My Life, 2020-12-04,Universal,Drama,"$14,350","1,565"
42,The Croods: A New Age, 2020-11-25,Universal,Adventure,"$26,234,535","2,860,909"
259,Always & Forever, 2020-11-20,RLJ Entertainment,Thriller/Suspense,"$53,302","5,812"
394,"Amigo Skate, Cuba", 2020-11-20,Indican Pictures,Documentary,"$1,787",194
404,The Forgotten Carols, 2020-11-20,Purdie Distribution,Musical,$623,67
169,Freaky, 2020-11-13,Universal,Horror,"$328,795","35,856"
350,Let Him Go, 2020-11-06,Focus Features,Thriller/Suspense,"$10,085","1,100"
376,The Dark and The Wicked, 2020-11-06,RLJ Entertainment,Horror,"$4,991",544
126,Come Play, 2020-10-30,Focus Features,Horror,"$970,450","105,829"
395,Bang Bang, 2020-10-23,Indican Pictures,Drama,"$1,348",147
219,Lupin III: The First, 2020-10-18,GKIDS,Adventure,"$109,356","11,925"
327,Counter Column, 2020-10-16,Not That Kind of …,Drama,"$15,269","1,665"
389,The Shade Shepherd, 2020-10-16,Indican Pictures,Thriller/Suspense,"$2,293",250
405,The Bra, 2020-10-16,Indican Pictures,Comedy,$572,62
102,The War with Grandpa, 2020-10-09,101 Studios,Comedy,"$2,416,285","263,498"
199,Heaven, 2020-10-02,LAMA Distribution,Drama,"$148,091","16,149"
151,Tenet, 2020-09-03,Warner Bros.,Action,"$459,940","50,157"
183,Murder in the Woods, 2020-08-14,Rezinate Entertai…,Horror,"$241,906","26,380"
398,In the Life of Music, 2020-08-14,Indican Pictures,Drama,"$1,057",115
403,Killer Raccoons 2: Dark Chr…, 2020-07-31,Indican Pictures,Comedy,$900,98
105,Scoob!, 2020-05-15,Warner Bros.,Adventure,"$2,188,425","238,650"
181,Weathering With You, 2020-01-15,GKIDS,Drama,"$257,933","28,127"
229,Abominable, 2019-09-27,Universal,Adventure,"$82,125","8,955"
189,Promare, 2019-09-17,GKIDS,Adventure,"$215,318","23,480"
317,Halloween, 2018-10-19,Universal,Horror,"$19,000","2,071"
277,Jurassic World, 2015-06-12,Universal,Action,"$36,000","3,925"
164,World War Z, 2013-06-21,Paramount Pictures,Action,"$347,000","37,840"
147,Courageous, 2011-09-30,Sony Pictures,Drama,"$495,002","53,980"
118,Scott Pilgrim vs. The World, 2010-08-13,Universal,Comedy,"$1,229,784","134,109"
167,The Emperor's New Groove, 2000-12-15,Walt Disney,Adventure,"$334,000","36,423"
242,Remember the Titans, 2000-09-29,Walt Disney,Drama,"$65,000","7,088"
141,The Matrix, 1999-03-31,Warner Bros.,Action,"$596,998","65,103"
311,Nights of Cabiria, 1998-07-01,Rialto Pictures,Drama,"$21,148","2,306"
160,Ghost in the Shell, 1996-03-29,Palm Pictures,Action,"$373,169","40,694"
71,Dazed and Confused, 1993-09-24,Universal,Comedy,"$7,961,889","868,253"
193,Groundhog Day, 1993-02-12,Sony Pictures,Romantic Comedy,"$200,989","21,918"
152,Top Gun, 1986-05-16,Paramount Pictures,Action,"$457,577","49,899"
146,Ghostbusters, 1984-06-08,Sony Pictures,Comedy,"$504,855","55,055"
248,Alien, 1979-05-25,20th Century Fox,Horror,"$60,000","6,543"
306,The Ladykillers, 1956-02-20,Continental Distr…,Comedy,"$23,213","2,531"
