Rank,Movie,Release Date,Distributor,Genre,2020 Gross,Tickets Sold
328,The Kingmaker, 2019-11-08,Greenwich,Documentary,"$7,334",799
329,What We Found, 2020-07-31,Freestyle Releasing,Thriller/Suspense,"$6,975",760
330,I Am Lisa, 2020-10-09,Mutiny Pictures,Horror,"$6,949",757
331,12 Hour Shift, 2020-10-02,Magnolia Pictures,Thriller/Suspense,"$6,820",743
332,Human Capital, 2020-07-17,Vertical Entertai…,Drama,"$6,596",719
333,Afterward, 2020-01-10,Abramorama Films,Documentary,"$6,477",706
334,In the Life of Music, 2020-08-14,Indican Pictures,Drama,"$6,181",674
335,Blood Widow, 2020-01-17,Indican Pictures,Thriller/Suspense,"$6,047",659
336,The Other Lamb, 2020-04-03,IFC Films,Drama,"$6,024",656
337,Find Your Voice, 2020-09-11,Indican Pictures,Comedy,"$6,019",656
338,Herself, 2020-01-24,,Drama,"$6,000",654
339,By the Grace of God, 2019-10-18,Music Box Films,Drama,"$5,980",652
340,Sex and the Future, 2020-06-05,Indican Pictures,Comedy,"$5,727",624
341,Human Nature, 2020-03-13,Greenwich,Documentary,"$5,487",598
342,Bang Bang, 2020-10-23,Indican Pictures,Drama,"$5,042",549
343,Alice, 2020-05-15,Monument Releasing,Comedy,"$5,000",545
344,Ottolenghi and the Cakes of…, 2020-09-25,IFC Films,Documentary,"$4,962",541
345,Last Call, 2020-09-18,,Drama,"$4,894",533
346,Farewell Amor, 2020-12-11,IFC Films,Drama,"$4,689",511
347,The Disappearance of my Mother, 2019-12-06,Kino Lorber,Documentary,"$4,658",507
348,No Ordinary Love, 2020-10-24,Self Distributed,Thriller/Suspense,"$4,656",507
349,Babyteeth, 2020-06-19,IFC Films,Drama,"$4,507",491
350,Monero Means Money: Cryptoc…, 2020-04-10,"rCryptoCurrency, LLC",Documentary,"$4,470",487
351,Tremors, 2019-11-29,Film Movement,Drama,"$4,349",474
352,Give Me Liberty, 2019-08-23,Music Box Films,Comedy,"$4,134",450
353,Dear Santa, 2020-12-04,IFC Films,Documentary,"$4,109",448
354,Straight Up, 2020-02-28,Strand,Romantic Comedy,"$4,075",444
355,Countdown, 2019-10-25,STX Entertainment,Horror,"$3,953",431
356,Stuffed, 2019-10-16,Music Box Films,Documentary,"$3,849",419
357,King’s Gambit, 2020-03-06,Indican Pictures,Thriller/Suspense,"$3,816",416
358,The Roads Not Taken, 2020-04-10,Bleecker Street,Drama,"$3,518",383
359,IP Man: Kung Fu Master, 2020-12-11,Magnet Pictures,Action,"$3,439",375
360,Mr. Klein, 1977-11-06,Quartet Films,Drama,"$3,310",360
361,Chinese Portrait, 2019-12-13,Cinema Guild,Documentary,"$2,894",315
362,I’ll Take Your Dead, 2019-07-05,Breakthrough Ente…,Horror,"$2,831",308
363,A Rainy Day in New York, 2020-10-09,Amazon Studios,Romantic Comedy,"$2,744",299
364,Crock of Gold: A Few Rounds…, 2020-12-04,Magnolia Pictures,Documentary,"$2,455",267
365,Light From Light, 2019-11-01,Grasshopper Film,Drama,"$2,448",266
366,Horror Nights, 2020-04-24,Southern Sykos Pr…,Horror,"$2,415",263
367,Goldie, 2020-02-21,Film Movement,Drama,"$2,302",251
368,"Amigo Skate, Cuba", 2020-11-20,Indican Pictures,Documentary,"$2,232",243
369,The Shade Shepherd, 2020-10-16,Indican Pictures,Thriller/Suspense,"$2,116",230
370,The Transcendents, 2020-06-26,Indican Pictures,Thriller/Suspense,"$2,041",222
371,A Mermaid in Paris, 2020-10-16,Sony Pictures,Romantic Comedy,"$1,988",216
372,The Bay of Silence, 2020-08-14,Vertical Entertai…,Thriller/Suspense,"$1,941",211
373,Edie, 2019-09-06,Music Box Films,Drama,"$1,652",180
374,American Dharma, 2019-11-01,Utopia,Documentary,"$1,641",178
375,The Fox Hunter, 2020-06-05,Indican Pictures,Comedy,"$1,577",171
376,Be Natural: The Untold Stor…, 2019-04-19,Zeitgeist,Documentary,"$1,467",159
377,The Painted Bird, 2020-07-17,IFC Films,Drama,"$1,460",159
378,Little Joe, 2019-12-06,Magnolia Pictures,Drama,"$1,440",157
379,Queen of the Capital, 2020-06-20,Mutiny Pictures,Documentary,"$1,269",138
380,Christ Stopped at Eboli, 1980-03-23,Franklin Media,Drama,"$1,258",137
381,Evergreen, 2020-12-23,Indican Pictures,Drama,"$1,193",130
382,Fear PHarm, 2020-09-11,Indican Pictures,Comedy,"$1,157",126
383,PLAYMOBIL, 2019-12-06,STX Entertainment,Adventure,"$1,123",122
384,Hai Tang Hong, 2020-02-21,M Star International,Drama,"$1,107",120
385,The Gliksmans, 2019-09-27,Indican Pictures,Comedy,"$1,086",118
386,Parallel Policy, 2020-12-20,Gathr Films,Documentary,"$1,070",116
387,Ága, 2019-09-04,Big World Pictures,Drama,"$1,048",114
388,Spiral Farm, 2019-12-13,Indican Pictures,Drama,"$1,042",113
389,John Wick: Chapter 3 — Para…, 2019-05-17,Lionsgate,Action,"$1,040",113
390,Another Round, 2020-12-18,Mongrel Media,Drama,$938,102
391,10 Days With Dad, 2020-11-20,Distrib Films,Comedy,$856,93
392,Hustlers, 2019-09-13,STX Entertainment,Drama,$612,66
393,Night Shift, 2020-11-20,Distrib Films,Drama,$534,58
394,Mickey and the Bear, 2019-11-15,Self Distributed,Drama,$528,57
395,Granny Nanny, 2020-11-27,Distrib Films,Comedy,$432,47
396,Sol, 2020-11-20,Distrib Films,Comedy,$327,35
397,Love by Drowning, 2020-11-06,Dow Jazz Films,Drama,$267,29
398,St. Patrick’s Day, 2020-12-18,Self Distributed,Educational,$260,28
399,It’s For Your Own Good, 2020-11-27,Distrib Films,Comedy,$256,27
400,A German Youth, 2019-10-11,Big World Pictures,Documentary,$166,18
